user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score
10792106@N03,11080596495_b5e67b1d56_o.jpg,521,"(15, 20)",m,2524,677,740,803,5,0,96
28754132@N06,8908070312_0ca99f8228_o.jpg,610,"(8, 12)",m,1000,1042,326,325,-100,0,172
101295462@N02,10653726996_ecc5d1cb21_o.jpg,704,"(25, 32)",m,651,199,432,432,-25,0,61
115046815@N06,12067990644_f7bc36dd33_o.jpg,722,55,m,0,176,736,768,175,0,70
114841417@N06,12059195645_6cb0424627_o.jpg,486,"(15, 20)",f,1123,62,485,484,-70,15,14
114841417@N06,12060239583_7a4c83ded1_o.jpg,489,35,f,1300,1101,606,605,-95,0,126
10440927@N07,12092144544_dba0751840_o.jpg,783,"(38, 43)",f,544,208,736,752,0,30,32
10792106@N03,11080836824_9d51fc978d_o.jpg,518,"(15, 20)",m,157,199,1039,1039,-15,-30,84
10897942@N03,10372606083_a84df44e0c_o.jpg,637,"(25, 32)",m,1042,543,918,918,-25,15,140
30872264@N00,11855718314_d252a942e9_o.jpg,599,"(38, 43)",f,948,1185,446,447,-85,0,69
28754132@N06,11612744713_201089db9e_o.jpg,612,"(38, 43)",m,747,549,548,549,-95,15,34
10897942@N03,10258658365_6c3eb5e1a5_o.jpg,638,"(25, 32)",f,830,796,510,510,-5,0,89
114841417@N06,12077089375_1753eae467_o.jpg,485,13,f,1596,586,638,637,-15,0,190
30872264@N00,9575271747_854ff60054_o.jpg,605,"(38, 43)",m,1864,465,300,300,-5,15,78
10543088@N02,10044816105_1bd9423064_o.jpg,697,"(48, 53)",f,790,1109,835,835,-15,0,90
30872264@N00,11851141926_7d1808b2b4_o.jpg,602,"(60, 100)",f,670,468,453,453,-80,30,39
101295462@N02,9809641945_f55af10d7f_o.jpg,706,"(25, 32)",f,0,0,715,821,0,0,54
114841417@N06,12080109155_2e8f490781_o.jpg,483,"(4, 6)",f,2186,1141,262,261,-100,0,110
28754132@N06,9367256464_38d751ea5c_o.jpg,608,"(8, 12)",f,922,535,765,765,165,0,98
114987449@N03,12055628464_0c0e649be9_o.jpg,642,"(60, 100)",m,527,1107,529,529,200,45,23
20632896@N03,9829886024_dcf0bb2988_o.jpg,576,"(15, 20)",f,694,721,319,319,-90,0,61
114841417@N06,12059405965_b84fba3bc4_o.jpg,490,"(8, 12)",m,639,478,1236,1236,-100,0,65
10792106@N03,11080687016_b221cc8952_o.jpg,515,"(15, 20)",m,2640,466,624,689,-10,30,53
101295462@N02,9993037763_acf79e642c_o.jpg,706,"(25, 32)",f,642,15,638,796,10,0,44
10792106@N03,11058223496_acc3630e25_o.jpg,540,"(48, 53)",m,1077,580,255,255,0,0,36
37920461@N06,11682572164_053efb176f_o.jpg,828,"(25, 32)",m,905,245,1205,1205,-90,30,60
39615950@N00,10177531176_b0f38e755d_o.jpg,751,"(38, 43)",m,667,1251,485,484,-85,0,72
101071073@N04,10697516925_081c25bd4e_o.jpg,708,"(25, 32)",f,1314,549,560,560,-5,15,94
114841417@N06,12077192655_4b4cd2d9a9_o.jpg,491,45,m,435,766,1134,1135,0,-15,89
8034587@N06,11298918896_247f9a8e68_o.jpg,699,"(4, 6)",f,309,312,776,648,-105,45,27
28754132@N06,9227249084_923a789af0_o.jpg,610,"(8, 12)",m,1392,917,275,275,-85,0,64
28754132@N06,11613230596_4c50468cf6_o.jpg,608,"(8, 12)",f,1624,1458,242,242,-100,0,98
20632896@N03,9824390956_a3c1740182_o.jpg,557,"(8, 12)",f,1431,1370,312,313,-80,0,93
28754132@N06,9205506938_7627cac11f_o.jpg,609,"(8, 12)",m,1332,1274,306,306,180,0,36
30872264@N00,9575847704_b933dec9a0_o.jpg,603,"(38, 43)",m,1576,1051,255,255,-85,0,43
115046815@N06,12058693885_49789d39e2_o.jpg,723,"(48, 53)",f,1117,1059,312,313,-100,0,123
28754132@N06,9688088321_9423e59983_o.jpg,607,"(8, 12)",f,693,98,1275,1275,-85,30,58
115046815@N06,12059631394_433e6a133d_o.jpg,723,"(48, 53)",f,1735,953,281,280,0,15,57
30872264@N00,9203902995_0e6bf3df3f_o.jpg,598,"(4, 6)",m,1482,1174,452,453,-15,0,77
10792106@N03,11081111444_d1cb56a420_o.jpg,535,"(15, 20)",m,290,357,516,516,10,-15,45
10001312@N04,8531875948_1038b4c5dc_o.jpg,616,"(25, 32)",m,1329,658,344,344,-15,0,134
114841417@N06,12075980625_a91d461a34_o.jpg,484,45,f,258,133,1734,1734,15,0,11
28754132@N06,9171401400_8d0fa37053_o.jpg,609,"(8, 12)",m,1965,1053,242,242,185,0,54
115153697@N06,12093758063_eb88e7fac4_o.jpg,628,22,f,415,610,1613,1613,5,0,8
114987449@N03,12055463294_a8f11f1b75_o.jpg,647,"(8, 12)",f,1553,884,428,427,190,0,106
113707938@N08,11854151615_9a836e5586_o.jpg,842,"(15, 20)",m,852,948,765,765,0,0,104
10792106@N03,11039245193_a63b61eeb9_o.jpg,528,"(38, 43)",m,1102,688,268,268,5,-15,66
18142498@N06,11555775913_a1768fe122_o.jpg,801,"(60, 100)",m,1287,1031,325,325,-75,15,22
10543088@N02,10044818735_62937b7b1f_o.jpg,668,"(60, 100)",m,1265,935,287,287,-5,-15,45
114841417@N06,12060316354_50c1bc18d8_o.jpg,491,45,m,707,510,765,765,-90,30,59
37920461@N06,11683927325_578c442ca8_o.jpg,831,"(38, 43)",m,583,769,542,542,-5,0,87
30872264@N00,9573072885_cd4902bcf7_o.jpg,598,"(4, 6)",m,1687,1353,294,293,-85,0,56
114841417@N06,12101038944_0067fec07b_o.jpg,485,13,f,1200,417,561,561,0,0,95
30872264@N00,9578060132_f5cf34c641_o.jpg,604,"(38, 43)",m,438,333,306,306,-5,30,19
28754132@N06,8939077273_4fe09fb998_o.jpg,609,"(8, 12)",m,1372,698,255,255,-90,0,77
20632896@N03,9830025313_14ec522eb7_o.jpg,557,"(8, 12)",f,1233,699,414,415,-100,0,97
20632896@N03,9829937193_85be407e7a_o.jpg,573,"(8, 12)",f,1147,906,312,313,-85,0,113
115153697@N06,12091257753_5f83d069f9_o.jpg,628,22,f,672,760,1179,1179,-5,0,73
114841417@N06,12085453854_abdcfcd654_o.jpg,489,35,f,922,959,402,402,-10,0,100
115153697@N06,12094615256_6643ac8a24_o.jpg,628,22,f,1499,1173,408,407,0,0,114
28754132@N06,8906376249_6a4c67d351_o.jpg,609,"(8, 12)",m,1313,1058,274,274,-90,0,106
10543088@N02,10044817545_185e17f3db_o.jpg,688,"(25, 32)",f,2240,903,338,338,0,45,57
39615950@N00,9902667254_f9fefc22c1_o.jpg,756,"(38, 43)",f,1616,570,414,414,-5,0,128
10897942@N03,8910306932_1930b56f84_o.jpg,636,"(25, 32)",f,376,480,521,520,20,0,77
115046815@N06,12065767694_a904699642_o.jpg,723,"(48, 53)",f,1041,801,256,257,5,30,29
28754132@N06,8939086491_b30778984c_o.jpg,609,"(8, 12)",m,1196,1214,383,382,180,0,110
114841417@N06,12075303416_83e6240925_o.jpg,491,45,m,997,851,325,325,-90,0,100
115153697@N06,12097757464_d50a504e37_o.jpg,628,22,f,567,492,1492,1492,0,0,121
101071073@N04,9714103155_fa10020917_o.jpg,707,"(25, 32)",m,0,191,2326,2422,-15,0,102
115153697@N06,12098042676_77311fb1e3_o.jpg,628,22,f,522,451,1575,1574,-5,0,101
10792106@N03,11042945214_009ccde40f_o.jpg,517,"(15, 20)",m,561,806,306,306,20,30,61
30872264@N00,11408513565_c5415d9fa5_o.jpg,599,"(38, 43)",f,1072,1064,599,599,0,0,128
8072696@N04,11395188735_bed069cd27_o.jpg,839,"(4, 6)",f,248,498,248,248,10,0,60
10792106@N03,11039210054_a62c134182_o.jpg,527,"(15, 20)",f,1769,1169,255,255,0,0,98
114841417@N06,12059870704_7fbd5b1a62_o.jpg,485,13,f,537,482,1663,1664,-115,0,92
82152000@N00,11895779505_3148916af9_o.jpg,741,"(8, 12)",m,672,857,1332,1332,0,15,120
18142498@N06,11555749514_2cac1ccc16_o.jpg,799,"(25, 32)",f,486,377,388,388,0,30,10
8034587@N06,11299273703_421949ba79_o.jpg,699,"(4, 6)",f,1098,1085,541,542,-90,0,36
10440927@N07,12091804805_b770a457ef_o.jpg,758,"(25, 32)",f,1794,741,465,465,5,0,99
114841417@N06,12085836345_1982ca819c_o.jpg,490,"(8, 12)",m,922,619,421,421,0,0,11
114841417@N06,12080156125_b2f8be57d2_o.jpg,490,"(8, 12)",m,2506,868,434,434,5,0,31
39615950@N00,10177491325_e35ec871ee_o.jpg,750,"(38, 43)",f,724,373,997,997,-15,0,65
10897942@N03,10372654336_6493f0f22d_o.jpg,636,"(25, 32)",f,1122,559,701,701,-5,0,67
20632896@N03,9829901004_3d08326578_o.jpg,557,"(8, 12)",f,1560,1182,382,383,-90,0,111
8034587@N06,11299142215_800227fd68_o.jpg,699,"(4, 6)",f,623,1048,1032,1033,-105,0,126
114978798@N03,12064172343_5beed12d96_o.jpg,823,"(25, 32)",f,132,0,948,802,-75,0,48
10001312@N04,8532034588_b8c3f67a4a_o.jpg,616,"(25, 32)",m,949,765,612,612,15,45,80
20632896@N03,9829865715_2b94c0de20_o.jpg,576,"(15, 20)",f,938,532,383,382,-85,0,47
30872264@N00,9578077462_8dd7dae45c_o.jpg,599,"(38, 43)",f,622,455,544,505,-105,0,59
114987449@N03,12056017596_b6fcace866_o.jpg,645,"(4, 6)",f,2167,1078,893,893,160,30,61
101295462@N02,11827057935_3385529339_o.jpg,704,"(25, 32)",m,470,69,607,608,-20,0,61
10543088@N02,10044782294_1cf6f8871e_o.jpg,681,"(38, 43)",m,1179,640,268,268,0,0,48
20632896@N03,9830202864_5239106f3e_o.jpg,561,"(38, 43)",f,540,371,605,605,-80,0,49
10129575@N03,9421607064_0c4e1d14d3_o.jpg,814,"(15, 20)",m,959,1093,657,656,-5,0,116
30872264@N00,9575271747_854ff60054_o.jpg,599,"(38, 43)",f,1785,1174,306,306,-10,30,92
114987449@N03,12055447533_0e657a48f6_o.jpg,642,"(60, 100)",m,816,1173,612,612,200,45,16
18142498@N06,11555896046_6646b93923_o.jpg,809,"(38, 43)",m,1761,1128,242,242,-5,0,67
28754132@N06,9355279082_7e9de99109_o.jpg,611,"(38, 43)",f,1639,1058,829,829,165,0,116
114841417@N06,12077292416_9584233593_o.jpg,491,45,m,1047,905,357,357,-100,30,49
30872264@N00,11856199626_d400c992bb_o.jpg,598,"(4, 6)",m,822,1321,542,542,-90,0,138
114841417@N06,12077471613_729e1a20af_o.jpg,490,"(8, 12)",m,2194,172,485,484,-5,15,56
10897942@N03,10368004144_54edf5678e_o.jpg,632,"(25, 32)",m,465,261,284,284,15,0,94
10792106@N03,11081288613_8ceb6a2296_o.jpg,517,"(15, 20)",m,2221,57,829,829,0,30,100
114841417@N06,12101338583_45b2dfa09f_o.jpg,485,13,f,350,816,1160,1160,-95,30,169
20632896@N03,9823812744_8e26fd391e_o.jpg,555,"(15, 20)",f,768,1032,242,243,-75,0,71
10543088@N02,10044782994_0d49ea63ae_o.jpg,678,"(48, 53)",m,2282,736,306,306,-15,30,89
10792106@N03,11080608713_3dce2200a8_o.jpg,517,"(15, 20)",m,2204,277,395,395,10,30,82
28754132@N06,11547428766_6f1c75a32e_o.jpg,610,"(8, 12)",m,793,881,523,523,-90,30,125
20632896@N03,9824101165_03bc6ba16b_o.jpg,555,"(15, 20)",f,1265,800,287,286,-95,15,100
30872264@N00,11854845455_525bfd1114_o.jpg,603,"(38, 43)",m,1122,817,446,446,-115,15,81
35953373@N04,9315522288_78ca4e672a_o.jpg,906,"(15, 20)",m,1458,333,809,809,0,0,139
20632896@N03,9829964453_2e890e12db_o.jpg,577,"(8, 12)",f,1177,17,306,306,-90,0,31
101071073@N04,10122966296_82813060ef_o.jpg,708,"(25, 32)",f,1654,406,1013,1014,-15,0,86
114841417@N06,12059554534_556e62bd09_o.jpg,483,"(4, 6)",f,295,0,767,584,-85,0,51
18142498@N06,11179628174_6c22010eaa_o.jpg,801,"(60, 100)",m,282,0,678,672,-95,30,18
20632896@N03,9824457146_130b688636_o.jpg,580,"(25, 32)",m,0,1254,313,363,-105,30,76
20632896@N03,9824101165_03bc6ba16b_o.jpg,570,"(15, 20)",f,1346,1337,293,293,-95,0,97
10897942@N03,10258643236_f9774f9fb4_o.jpg,636,"(25, 32)",f,688,650,1224,1224,0,0,6
30872264@N00,11408647943_f3fd92e84f_o.jpg,603,"(38, 43)",m,559,177,564,564,-5,15,65
8072696@N04,11395222904_e431280f34_o.jpg,841,"(25, 32)",f,0,15,672,769,10,15,69
10897942@N03,8909680517_ed498c888e_o.jpg,636,"(25, 32)",f,1158,713,587,587,20,0,32
28754132@N06,9966309245_758b97b5d1_o.jpg,611,"(38, 43)",f,776,814,318,319,-95,0,144
20632896@N03,9824005596_0fc3b0b38f_o.jpg,558,"(4, 6)",f,1960,1223,261,262,-95,0,17
114978798@N03,12099070734_ff1c3ea683_o.jpg,827,"(4, 6)",f,455,1381,791,791,-100,-15,196
28754132@N06,9691330272_62607d6c1a_o.jpg,606,"(8, 12)",f,35,242,656,656,-80,0,57
10611527@N03,8403974894_072288a6e8_o.jpg,874,"(8, 12)",f,781,730,108,108,10,30,49
10897942@N03,8230619295_54f6662bef_o.jpg,635,"(25, 32)",m,607,833,503,504,5,0,110
37920461@N06,11683098384_9b7dbd6708_o.jpg,830,"(8, 12)",m,930,1290,510,510,-80,0,136
34350525@N03,11396741764_bf8335dce8_o.jpg,792,"(38, 43)",m,1746,1016,243,243,175,15,77
115046815@N06,12067006555_f61cf634e2_o.jpg,723,"(48, 53)",f,1394,780,363,364,-10,0,94
20632896@N03,9826149626_fc5ce64b15_o.jpg,558,"(4, 6)",f,0,487,1435,1530,-90,0,28
28754132@N06,9688147263_033d681f7d_o.jpg,607,"(8, 12)",f,1247,1088,377,376,190,0,121
10001312@N04,8532021954_e50af1ed7c_o.jpg,619,"(25, 32)",m,1773,619,733,734,5,30,87
20632896@N03,9829908923_4fa1721a8d_o.jpg,557,"(8, 12)",f,248,784,905,905,-110,0,18
30872264@N00,11855937346_2c7deb02c8_o.jpg,603,"(38, 43)",m,470,1447,765,765,-85,0,55
20632896@N03,9825606044_da9ed5f7d1_o.jpg,558,"(4, 6)",f,997,0,2267,2188,-115,-15,10
30872264@N00,11408482765_fe4d0fb7bb_o.jpg,599,"(38, 43)",f,1522,753,714,714,-85,30,156
30872264@N00,11855302905_29d1cd9e83_o.jpg,599,"(38, 43)",f,752,1236,478,478,-80,0,64
20632896@N03,9824489324_d5f3510f4d_o.jpg,558,"(4, 6)",f,140,149,1696,1696,-85,0,95
114841417@N06,12095144903_2e33dd8203_o.jpg,490,"(8, 12)",m,309,0,971,960,-90,0,29
10129575@N03,9425395389_998f5de18c_o.jpg,814,"(15, 20)",m,2040,1106,299,299,175,0,60
28754132@N06,9691322182_172a307a44_o.jpg,613,"(8, 12)",f,1282,371,294,293,-85,45,10
114841417@N06,12080528184_d74647f028_o.jpg,500,55,m,2350,742,619,619,5,0,174
114841417@N06,12078010034_72dca8b594_o.jpg,483,"(4, 6)",f,898,910,249,248,-5,0,95
28754132@N06,11547443573_b67b6e1982_o.jpg,610,"(8, 12)",m,1045,839,465,466,-90,0,33
30872264@N00,9575047485_e2b2a80352_o.jpg,598,"(4, 6)",m,2373,226,796,797,-10,0,87
114841417@N06,12059747423_6b3535aa6a_o.jpg,492,"(15, 20)",m,486,380,401,402,10,0,7
30872264@N00,11855301215_3bf2d1daa7_o.jpg,603,"(38, 43)",m,497,1663,561,561,-80,0,37
114841417@N06,12060930976_9fdf9cc2e1_o.jpg,498,"(15, 20)",m,1402,1024,357,357,0,45,11
10792106@N03,11080687016_b221cc8952_o.jpg,514,"(15, 20)",m,320,312,523,523,-20,0,53
114841417@N06,12080156125_b2f8be57d2_o.jpg,485,13,f,1816,828,351,351,5,30,11
10897942@N03,10372365325_5e9853222b_o.jpg,634,"(25, 32)",f,1051,836,485,485,-5,0,123
20632896@N03,9826714214_3f609042ae_o.jpg,571,"(8, 12)",f,1192,650,287,287,-100,30,32
20632896@N03,9824448413_1d1a340f5d_o.jpg,565,"(38, 43)",f,2108,879,312,313,5,15,120
101071073@N04,10697842965_b91289591f_o.jpg,709,"(25, 32)",f,84,0,876,960,-20,30,87
115153697@N06,12097658983_b00564c651_o.jpg,628,22,f,1058,494,1390,1491,20,15,19
20632896@N03,9830283864_d50de056db_o.jpg,555,"(15, 20)",f,1573,925,242,243,-75,45,16
34350525@N03,11399256814_492af45578_o.jpg,789,"(25, 32)",m,567,1192,1192,1192,180,0,142
10792106@N03,11080531146_320137744d_o.jpg,513,"(8, 12)",m,2548,755,716,829,10,0,84
114841417@N06,12077923913_56b456c7c1_o.jpg,483,"(4, 6)",f,1179,860,242,242,5,0,102
30872264@N00,9578066450_8c409b09f7_o.jpg,604,"(38, 43)",m,264,737,325,326,5,-15,8
10792106@N03,11043034003_41d78e8690_o.jpg,535,"(15, 20)",m,965,256,619,618,0,-15,60
114841417@N06,12068804204_085d553238_o.jpg,481,"(60, 100)",f,1141,780,975,976,0,0,118
114987449@N03,12059233353_f0befc6db4_o.jpg,647,"(8, 12)",f,900,658,1116,1115,-110,30,9
114841417@N06,12086568994_7de441924a_o.jpg,492,"(15, 20)",m,1402,739,255,255,-5,0,88
10897942@N03,10372800383_8522aca185_o.jpg,633,"(15, 20)",m,1482,1018,471,472,0,0,106
10897942@N03,10372420736_b5422a0e81_o.jpg,636,"(25, 32)",f,1255,742,1148,1148,0,0,125
10129575@N03,9416736771_7513ce7ce3_o.jpg,815,"(48, 53)",m,1428,1353,344,344,-95,0,105
10792106@N03,11061947196_1130395d94_o.jpg,528,"(38, 43)",m,1343,427,306,306,0,0,90
20632896@N03,9827010304_a427d4ff32_o.jpg,557,"(8, 12)",f,1252,1447,268,267,-100,0,112
10897942@N03,10372381606_3a368b0059_o.jpg,636,"(25, 32)",f,1574,757,485,484,0,0,124
30872264@N00,9578077462_8dd7dae45c_o.jpg,603,"(38, 43)",m,374,130,520,521,-95,30,109
114841417@N06,12056612094_e2382a0d2c_o.jpg,489,35,f,884,1063,325,325,-100,0,207
28754132@N06,9966321385_9aa6d39c9e_o.jpg,608,"(8, 12)",f,1372,422,644,644,-90,0,85
114841417@N06,12084422343_08edbd27d3_o.jpg,497,"(60, 100)",m,1249,423,1090,1091,0,0,79
114841417@N06,12078845563_da5cd4f54c_o.jpg,485,13,f,1753,502,522,522,-15,30,75
115153697@N06,12098037756_e3f903a24c_o.jpg,628,22,f,2409,1367,408,408,-5,30,99
114841417@N06,12077516724_f34abf231a_o.jpg,483,"(4, 6)",f,1211,474,1300,1301,-115,30,43
30872264@N00,9575274631_abd7e5c7fe_o.jpg,602,"(60, 100)",f,411,808,573,573,5,0,58
37920461@N06,11682666695_e61b4de1a3_o.jpg,830,"(8, 12)",m,975,1042,421,421,-75,0,15
10897942@N03,10258570636_8e727eef5c_o.jpg,636,"(25, 32)",f,352,477,532,533,0,0,138
115033594@N04,12059813573_2ea92d91c6_o.jpg,885,23,f,2068,715,281,281,-15,30,150
30872264@N00,9578075170_f888ff0278_o.jpg,602,"(60, 100)",f,1435,1241,255,255,85,0,99
18142498@N06,11555896046_6646b93923_o.jpg,806,"(48, 53)",m,1343,1139,268,268,0,0,80
30872264@N00,11408526206_d3eb03e0b2_o.jpg,599,"(38, 43)",f,1667,1004,414,414,-90,0,175
8072696@N04,11074843565_103604e285_o.jpg,839,"(4, 6)",f,319,279,132,132,-5,0,58
114841417@N06,12056801294_833001a8b9_o.jpg,489,35,f,637,347,1447,1447,-95,45,38
10001312@N04,8532029788_667f1cbf91_o.jpg,617,"(25, 32)",m,2675,787,306,306,-10,30,46
114841417@N06,12088937115_fb05c507e5_o.jpg,483,"(4, 6)",f,430,812,421,421,-85,30,123
115153697@N06,12103947665_f279fe9039_o.jpg,628,22,f,1639,0,1295,1284,-10,30,48
10792106@N03,11059586696_7a9cfb5186_o.jpg,528,"(38, 43)",m,1598,497,325,325,-10,0,97
115046815@N06,12067556465_7912c209ed_o.jpg,724,"(60, 100)",m,345,186,1046,1045,-5,0,46
114841417@N06,12060324573_13469841c9_o.jpg,485,13,f,1528,1306,612,612,-10,30,111
114841417@N06,12101403066_31aa51b821_o.jpg,491,45,m,854,744,778,778,-95,0,47
20632896@N03,9825316415_20351e0a28_o.jpg,558,"(4, 6)",f,557,369,1237,1237,-90,30,76
28754132@N06,9371714521_32c60fda04_o.jpg,610,"(8, 12)",m,1104,771,261,261,-5,0,73
37920461@N06,11684179623_26447a691c_o.jpg,835,"(25, 32)",m,2057,943,638,638,-5,30,78
28754132@N06,9688140427_b0538f0036_o.jpg,614,"(8, 12)",f,245,325,1358,1358,-85,30,5
114841417@N06,12060096856_9f7b2916e9_o.jpg,489,35,f,183,31,1549,1550,-85,0,42
114987449@N03,12055283693_a4a375fa99_o.jpg,647,"(8, 12)",f,1882,1129,510,510,170,30,84
10897942@N03,11882806123_77b3c1fd90_o.jpg,632,"(25, 32)",m,619,854,976,975,20,0,76
30872264@N00,11856023196_fd9b600cb3_o.jpg,603,"(38, 43)",m,549,0,1212,1085,5,0,29
30872264@N00,9573043567_b2e824f393_o.jpg,598,"(4, 6)",m,1617,1254,415,414,-75,0,56
8034587@N06,11298988373_48883e61c7_o.jpg,699,"(4, 6)",f,84,114,856,846,-90,15,101
28754132@N06,8908037410_aabdc33d94_o.jpg,610,"(8, 12)",m,889,1126,242,243,-85,0,24
10543088@N02,10044922623_986518db90_o.jpg,681,"(38, 43)",m,1220,733,281,280,-5,0,7
101071073@N04,9714132777_2806957ec4_o.jpg,712,"(25, 32)",f,224,844,612,612,-5,-15,70
115153697@N06,12098224916_b027d2c917_o.jpg,628,22,f,751,94,529,689,-25,0,19
114987449@N03,12055536944_9b777dd0df_o.jpg,643,"(8, 12)",f,2052,1945,478,479,170,0,47
114841417@N06,12095247374_95a0e1a211_o.jpg,485,13,f,943,503,465,465,-90,0,113
18142498@N06,11555666066_2cc5bdf15d_o.jpg,801,"(60, 100)",m,434,218,844,742,-90,15,11
114841417@N06,12077421436_125623d158_o.jpg,504,"(38, 43)",m,833,564,733,733,0,0,57
30872264@N00,9578063616_2d1f9d2dc7_o.jpg,599,"(38, 43)",f,1877,1356,312,312,-10,15,77
10129575@N03,9412290246_e89b4e5783_o.jpg,812,"(48, 53)",m,2159,707,242,242,-10,0,64
115153697@N06,12103944385_80fc09af89_o.jpg,628,22,f,835,17,1491,1492,-5,15,66
30872264@N00,9203901151_54f5aee288_o.jpg,600,"(38, 43)",f,1815,344,516,516,10,0,152
114841417@N06,12069040936_d7151fe554_o.jpg,490,"(8, 12)",m,1447,1282,293,294,-100,0,48
101071073@N04,10656436223_37c5dafe60_o.jpg,718,"(25, 32)",f,388,503,1078,1078,0,0,102
10001312@N04,8531955372_58438ddb41_o.jpg,618,"(25, 32)",m,1950,1000,472,472,5,-30,51
101295462@N02,11829203804_e187acf29e_o.jpg,704,"(25, 32)",m,1573,250,975,975,-10,0,117
8034587@N06,11299430423_2120c21811_o.jpg,701,"(25, 32)",f,344,527,969,969,-70,0,102
30872264@N00,11855605216_9e24528906_o.jpg,599,"(38, 43)",f,335,655,296,296,-95,-15,56
18142498@N06,11555839976_a930fb9a54_o.jpg,801,"(60, 100)",m,326,964,472,471,-90,15,28
10897942@N03,8403760876_1b26ca5596_o.jpg,636,"(25, 32)",f,513,294,1313,1314,-85,0,62
101295462@N02,9924812534_71521152d6_o.jpg,704,"(25, 32)",m,95,0,769,672,20,-15,36
20632896@N03,9826206803_2c17e06281_o.jpg,555,"(15, 20)",f,1141,129,293,293,-85,30,115
114841417@N06,12086257636_66112af485_o.jpg,489,35,f,933,967,491,491,-5,0,76
114841417@N06,12077608165_961269ddba_o.jpg,489,35,f,199,381,513,512,185,0,74
114841417@N06,12080467203_cbfb52e09c_o.jpg,497,"(60, 100)",m,1204,957,1129,1129,-75,0,90
20632896@N03,9824388474_9b9e0f2b29_o.jpg,558,"(4, 6)",f,1810,1877,312,312,-95,0,95
114841417@N06,12059942414_8fc0146548_o.jpg,485,13,f,812,838,765,765,-115,0,153
20632896@N03,9830885683_05e5015ea8_o.jpg,555,"(15, 20)",f,1681,764,504,504,-110,15,76
10001312@N04,8531906034_1bda324aa1_o.jpg,616,"(25, 32)",m,843,780,548,549,-10,0,106
114841417@N06,12077446606_9267362416_o.jpg,491,45,m,989,409,944,944,0,0,49
10792106@N03,11080687804_bf7d374ff9_o.jpg,521,"(15, 20)",m,454,151,242,242,-10,0,68
10543088@N02,10044916713_9f5eb490bc_o.jpg,666,"(38, 43)",m,71,85,148,148,10,0,105
114841417@N06,12060884814_1fbb83ce7c_o.jpg,483,"(4, 6)",f,780,1023,415,414,-95,15,55
114841417@N06,12101336615_ed6abcf553_o.jpg,485,13,f,1224,0,1224,1019,-80,-15,7
20632896@N03,9827128504_9c0fc81bc1_o.jpg,558,"(4, 6)",f,0,0,3103,2448,-100,15,18
114841417@N06,12080785726_268b8318ce_o.jpg,485,13,f,1020,568,261,262,5,15,37
114841417@N06,12101109015_16a7ed302e_o.jpg,485,13,f,1198,564,485,484,-105,15,121
28754132@N06,9688139629_a5ec5aee04_o.jpg,607,"(8, 12)",f,267,621,1473,1473,-90,0,90
114841417@N06,12057283526_2f20850067_o.jpg,485,13,f,232,675,1906,1773,-75,0,106
82152000@N00,11894535464_35046fbf99_o.jpg,739,"(60, 100)",m,2361,497,434,433,10,0,18
10897942@N03,10372808173_c2cb80f2e0_o.jpg,633,"(15, 20)",m,1259,707,816,816,0,0,101
10792106@N03,11080724846_c91cd65d28_o.jpg,512,"(15, 20)",m,2484,827,780,905,15,0,122
114841417@N06,12077804646_f2828f566e_o.jpg,490,"(8, 12)",m,2145,272,484,485,0,0,67
101295462@N02,9924652925_8cefab14d8_o.jpg,704,"(25, 32)",m,451,353,1287,1288,-5,0,87
34350525@N03,11396715016_e2e7749ce5_o.jpg,792,"(38, 43)",m,1753,1016,242,243,185,0,82
114841417@N06,12077603875_ce5e3a0fbb_o.jpg,491,45,m,1491,1391,243,242,0,0,34
20632896@N03,9827166914_491b17b1ab_o.jpg,558,"(4, 6)",f,1155,1593,300,300,-105,0,77
114841417@N06,12059491483_3805bf57d8_o.jpg,489,35,f,1657,736,255,255,-10,0,175
115153697@N06,12103947845_9c4e2855fa_o.jpg,628,22,f,1609,170,1211,1211,0,45,65
28754132@N06,9070763337_55173d7b3c_o.jpg,608,"(8, 12)",f,91,884,350,349,-15,-45,34
115153697@N06,12096833895_de85d77821_o.jpg,628,22,f,1526,827,740,739,-5,0,125
114841417@N06,12075380105_0cb4de956c_o.jpg,484,45,f,325,87,1874,1874,5,0,14
114841417@N06,12078010034_72dca8b594_o.jpg,506,55,m,1294,664,242,242,0,15,61
18142498@N06,11555764254_b8107d4a48_o.jpg,799,"(25, 32)",f,315,635,1549,1550,-5,0,127
10897942@N03,8312559783_154c465ff1_o.jpg,636,"(25, 32)",f,1035,766,332,332,5,0,138
114841417@N06,12087455256_de7f4e8015_o.jpg,509,"(48, 53)",f,44,349,449,449,-80,0,68
114841417@N06,12059976785_7e8cba04f5_o.jpg,486,"(15, 20)",f,494,624,306,306,10,0,33
114841417@N06,12078845563_da5cd4f54c_o.jpg,490,"(8, 12)",m,1407,704,395,395,0,45,45
10897942@N03,8910314100_34ab236863_o.jpg,632,"(25, 32)",m,314,278,628,629,-10,30,82
114987449@N03,12055106555_810429576a_o.jpg,646,"(38, 42)",m,1051,1179,345,344,170,0,102
115153697@N06,12091333914_80585ace71_o.jpg,629,23,m,22,333,552,552,0,0,91
115046815@N06,12059482823_a1d70db2dd_o.jpg,723,"(48, 53)",f,1298,580,415,414,-20,0,60
